Siruta,Localitate,Votanti_LP,Barbati_25-34,Barbati_35-44,Barbati_45-64,Barbati_65_,Femei_18-24,Femei_35-44,Femei_45-64,Femei_65_
146860,Arbore,2553000,1133.25,1133.25,3777.5,3777.5,15110,755.5,1133.25,3777.5
146904,Baia,2554000,1122.75,1122.75,3742.5,3742.5,14970,748.5,1122.75,3742.5
146931,Oras Milisauti,2555000,819.9,819.9,2733,2733,10932,546.6,819.9,2733
146995,Balcauti,2556000,475.35,475.35,1584.5,1584.5,6338,316.9,475.35,1584.5
147036,Bilca,2557000,583.35,583.35,1944.5,1944.5,7778,388.9,583.35,1944.5
147054,Bogdanesti,2558000,623.85,623.85,2079.5,2079.5,8318,415.9,623.85,2079.5
147072,Boroaia,2559000,719.1,719.1,2397,2397,9588,479.4,719.1,2397
147134,Bosanci,2560000,1169.25,1169.25,3897.5,3897.5,15590,779.5,1169.25,3897.5
147161,Botosana,2561000,393.3,393.3,1311,1311,5244,262.2,393.3,1311
147205,Breaza,2562000,241.05,241.05,803.5,803.5,3214,160.7,241.05,803.5
147241,Brodina,2563000,597.6,597.6,1992,1992,7968,398.4,597.6,1992
147358,Oras Brosteni,2564000,976.35,976.35,3254.5,3254.5,13018,650.9,976.35,3254.5
147465,Bunesti,2565000,415.35,415.35,1384.5,1384.5,5538,276.9,415.35,1384.5
147526,Cacica,2566000,659.1,659.1,2197,2197,8788,439.4,659.1,2197
147580,Calafindesti,2567000,447.3,447.3,1491,1491,5964,298.2,447.3,1491
147633,Oras Cajvana,2568000,1420.65,1420.65,4735.5,4735.5,18942,947.1,1420.65,4735.5
147660,Ilisesti,2569000,436.05,436.05,1453.5,1453.5,5814,290.7,436.05,1453.5
147713,Carlibaba,2570000,290.25,290.25,967.5,967.5,3870,193.5,290.25,967.5
147786,Cornu Luncii,2571000,1108.35,1108.35,3694.5,3694.5,14778,738.9,1108.35,3694.5
147884,Crucea,2572000,315.15,315.15,1050.5,1050.5,4202,210.1,315.15,1050.5
147937,Darmanesti,2573000,884.55,884.55,2948.5,2948.5,11794,589.7,884.55,2948.5
148006,Oras Dolhasca,2574000,1719.75,1719.75,5732.5,5732.5,22930,1146.5,1719.75,5732.5
148097,Dolhesti,2575000,575.55,575.55,1918.5,1918.5,7674,383.7,575.55,1918.5
148131,Dorna-Arini,2576000,436.95,436.95,1456.5,1456.5,5826,291.3,436.95,1456.5
148202,Dorna Candrenilor,2577000,460.65,460.65,1535.5,1535.5,6142,307.1,460.65,1535.5
148293,Dornesti,2578000,726,726,2420,2420,9680,484,726,2420
148328,Dragoiesti,2579000,389.55,389.55,1298.5,1298.5,5194,259.7,389.55,1298.5
148382,Draguseni,2580000,394.2,394.2,1314,1314,5256,262.8,394.2,1314
148426,Dumbraveni,2581000,1448.7,1448.7,4829,4829,19316,965.8,1448.7,4829
148453,Fantanele,2582000,715.35,715.35,2384.5,2384.5,9538,476.9,715.35,2384.5
148514,Forasti,2583000,705.3,705.3,2351,2351,9404,470.2,705.3,2351
148612,Oras Frasin,2584000,995.25,995.25,3317.5,3317.5,13270,663.5,995.25,3317.5
148667,Fratautii Noi,2585000,882.75,882.75,2942.5,2942.5,11770,588.5,882.75,2942.5
148694,Fratautii Vechi,2586000,798.3,798.3,2661,2661,10644,532.2,798.3,2661
148729,Frumosu,2587000,524.4,524.4,1748,1748,6992,349.6,524.4,1748
148765,Fundu Moldovei,2588000,607.5,607.5,2025,2025,8100,405,607.5,2025
148872,Galanesti,2589000,427.65,427.65,1425.5,1425.5,5702,285.1,427.65,1425.5
148916,Gramesti,2590000,448.8,448.8,1496,1496,5984,299.2,448.8,1496
148970,Granicesti,2591000,846.45,846.45,2821.5,2821.5,11286,564.3,846.45,2821.5
149049,Horodniceni,2592000,552.9,552.9,1843,1843,7372,368.6,552.9,1843
149101,Horodnic De Jos,2593000,368.7,368.7,1229,1229,4916,245.8,368.7,1229
149138,Iacobeni,2594000,322.95,322.95,1076.5,1076.5,4306,215.3,322.95,1076.5
149183,Izvoarele Sucevei,2595000,335.25,335.25,1117.5,1117.5,4470,223.5,335.25,1117.5
149227,Oras Liteni,2596000,1553.85,1553.85,5179.5,5179.5,20718,1035.9,1553.85,5179.5
149290,Marginea,2597000,1659.15,1659.15,5530.5,5530.5,22122,1106.1,1659.15,5530.5
149316,Malini,2598000,1176.3,1176.3,3921,3921,15684,784.2,1176.3,3921
149370,Manastirea Humorului,2599000,559.8,559.8,1866,1866,7464,373.2,559.8,1866
149414,Moara,2600000,831.9,831.9,2773,2773,11092,554.6,831.9,2773
149502,Moldova-Sulita,2601000,311.25,311.25,1037.5,1037.5,4150,207.5,311.25,1037.5
149539,Moldovita,2602000,789.15,789.15,2630.5,2630.5,10522,526.1,789.15,2630.5
149584,Musenita,2603000,283.8,283.8,946,946,3784,189.2,283.8,946
149655,Ostra,2604000,476.4,476.4,1588,1588,6352,317.6,476.4,1588
149682,Panaci,2605000,344.1,344.1,1147,1147,4588,229.4,344.1,1147
149753,Paltinoasa,2606000,902.85,902.85,3009.5,3009.5,12038,601.9,902.85,3009.5
149780,Partestii De Jos,2607000,419.55,419.55,1398.5,1398.5,5594,279.7,419.55,1398.5
149833,Patrauti,2608000,807.15,807.15,2690.5,2690.5,10762,538.1,807.15,2690.5
149851,Poiana Stampei,2609000,346.05,346.05,1153.5,1153.5,4614,230.7,346.05,1153.5
149931,Pojorata,2610000,451.05,451.05,1503.5,1503.5,6014,300.7,451.05,1503.5
149968,Preutesti,2611000,1066.95,1066.95,3556.5,3556.5,14226,711.3,1066.95,3556.5
150043,Putna,2612000,583.65,583.65,1945.5,1945.5,7782,389.1,583.65,1945.5
150070,Radaseni,2613000,634.35,634.35,2114.5,2114.5,8458,422.9,634.35,2114.5
150114,Rasca,2614000,775.2,775.2,2584,2584,10336,516.8,775.2,2584
150178,Sadova,2615000,376.2,376.2,1254,1254,5016,250.8,376.2,1254
150196,Satu Mare,2616000,692.1,692.1,2307,2307,9228,461.4,692.1,2307
150221,Siminicea,2617000,446.25,446.25,1487.5,1487.5,5950,297.5,446.25,1487.5
150258,Slatina,2618000,840.15,840.15,2800.5,2800.5,11202,560.1,840.15,2800.5
150294,Straja,2619000,887.1,887.1,2957,2957,11828,591.4,887.1,2957
150310,Stroiesti,2620000,503.4,503.4,1678,1678,6712,335.6,503.4,1678
150356,Stulpicani,2621000,914.4,914.4,3048,3048,12192,609.6,914.4,3048
150418,Sucevita,2622000,475.95,475.95,1586.5,1586.5,6346,317.3,475.95,1586.5
150445,Saru Dornei,2623000,636,636,2120,2120,8480,424,636,2120
150524,Todiresti,2624000,805.5,805.5,2685,2685,10740,537,805.5,2685
150588,Udesti,2625000,1195.5,1195.5,3985,3985,15940,797,1195.5,3985
150702,Ulma,2626000,342.3,342.3,1141,1141,4564,228.2,342.3,1141
150766,Vadu Moldovei,2627000,684.6,684.6,2282,2282,9128,456.4,684.6,2282
150891,Valea Moldovei,2628000,668.7,668.7,2229,2229,8916,445.8,668.7,2229
150935,Vama,2629000,928.35,928.35,3094.5,3094.5,12378,618.9,928.35,3094.5
150980,Vatra Moldovitei,2630000,669.15,669.15,2230.5,2230.5,8922,446.1,669.15,2230.5
151022,Veresti,2631000,1114.2,1114.2,3714,3714,14856,742.8,1114.2,3714
151077,Vicovu De Jos,2632000,978.3,978.3,3261,3261,13044,652.2,978.3,3261
151095,Oras Vicovu De Sus,2633000,2426.4,2426.4,8088,8088,32352,1617.6,2426.4,8088
151120,Volovat,2634000,856.65,856.65,2855.5,2855.5,11422,571.1,856.65,2855.5
151157,Vulturesti,2635000,539.55,539.55,1798.5,1798.5,7194,359.7,539.55,1798.5
151246,Zamostea,2636000,466.65,466.65,1555.5,1555.5,6222,311.1,466.65,1555.5
151344,Zvoristea,2637000,919.5,919.5,3065,3065,12260,613,919.5,3065
151433,Comanesti,2638000,356.55,356.55,1188.5,1188.5,4754,237.7,356.55,1188.5
151442,Iaslovat,2639000,663,663,2210,2210,8840,442,663,2210
151451,Ciocanesti,2640000,217.2,217.2,724,724,2896,144.8,217.2,724
151460,Serbauti,2641000,490.8,490.8,1636,1636,6544,327.2,490.8,1636
151479,Horodnic De Sus,2642000,787.05,787.05,2623.5,2623.5,10494,524.7,787.05,2623.5
151488,Fantana Mare,2643000,391.35,391.35,1304.5,1304.5,5218,260.9,391.35,1304.5
151497,Cosna,2644000,225.3,225.3,751,751,3004,150.2,225.3,751
151503,Capu Campului,2645000,373.35,373.35,1244.5,1244.5,4978,248.9,373.35,1244.5
151512,Hantesti,2646000,595.05,595.05,1983.5,1983.5,7934,396.7,595.05,1983.5
151521,Burla,2647000,353.85,353.85,1179.5,1179.5,4718,235.9,353.85,1179.5
151530,Balaceana,2648000,231.3,231.3,771,771,3084,154.2,231.3,771
151549,Hartop,2649000,391.35,391.35,1304.5,1304.5,5218,260.9,391.35,1304.5
151558,Voitinel,2650000,739.05,739.05,2463.5,2463.5,9854,492.7,739.05,2463.5
151567,Ciprian Porumbescu,2651000,325.2,325.2,1084,1084,4336,216.8,325.2,1084
151576,Berchisesti,2652000,442.65,442.65,1475.5,1475.5,5902,295.1,442.65,1475.5
151585,Poieni-Solca,2653000,319.8,319.8,1066,1066,4264,213.2,319.8,1066
151683,Municipiul Turnu Magurele,2654000,4502.1,4502.1,15007,15007,60028,3001.4,4502.1,15007
151709,Ciuperceni,2655000,232.5,232.5,775,775,3100,155,232.5,775
151736,Islaz,2656000,794.4,794.4,2648,2648,10592,529.6,794.4,2648
151763,Lita,2657000,391.95,391.95,1306.5,1306.5,5226,261.3,391.95,1306.5
151790,Municipiul Alexandria,2658000,7820.25,7820.25,26067.5,26067.5,104270,5213.5,7820.25,26067.5
151816,Nanov,2659000,536.4,536.4,1788,1788,7152,357.6,536.4,1788
151834,Poroschia,2660000,680.7,680.7,2269,2269,9076,453.8,680.7,2269
151870,Municipiul Rosiori De Vede,2661000,4895.55,4895.55,16318.5,16318.5,65274,3263.7,4895.55,16318.5
151905,Oras Videle,2662000,1764.75,1764.75,5882.5,5882.5,23530,1176.5,1764.75,5882.5
151932,Crevenicu,2663000,220.35,220.35,734.5,734.5,2938,146.9,220.35,734.5
151978,Oras Zimnicea,2664000,2316.75,2316.75,7722.5,7722.5,30890,1544.5,2316.75,7722.5
151996,Balaci,2665000,254.85,254.85,849.5,849.5,3398,169.9,254.85,849.5
152038,Babaita,2666000,444.3,444.3,1481,1481,5924,296.2,444.3,1481
152083,Blejesti,2667000,576.3,576.3,1921,1921,7684,384.2,576.3,1921
152127,Bogdana,2668000,332.25,332.25,1107.5,1107.5,4430,221.5,332.25,1107.5
152172,Botoroaga,2669000,765.15,765.15,2550.5,2550.5,10202,510.1,765.15,2550.5
152234,Bragadiru,2670000,577.35,577.35,1924.5,1924.5,7698,384.9,577.35,1924.5
152252,Branceni,2671000,416.25,416.25,1387.5,1387.5,5550,277.5,416.25,1387.5
152270,Bujoreni,2672000,152.1,152.1,507,507,2028,101.4,152.1,507
152314,Bujoru,2673000,293.1,293.1,977,977,3908,195.4,293.1,977
152332,Buzescu,2674000,659.7,659.7,2199,2199,8796,439.8,659.7,2199
152350,Calinesti,2675000,472.65,472.65,1575.5,1575.5,6302,315.1,472.65,1575.5
152412,Calmatuiu,2676000,283.8,283.8,946,946,3784,189.2,283.8,946
152467,Calmatuiu De Sus,2677000,327.45,327.45,1091.5,1091.5,4366,218.3,327.45,1091.5
152500,Cervenia,2678000,440.85,440.85,1469.5,1469.5,5878,293.9,440.85,1469.5
152528,Ciolanesti,2679000,409.8,409.8,1366,1366,5464,273.2,409.8,1366
152564,Contesti,2680000,482.55,482.55,1608.5,1608.5,6434,321.7,482.55,1608.5
152582,Cosmesti,2681000,388.5,388.5,1295,1295,5180,259,388.5,1295
152617,Crangeni,2682000,421.2,421.2,1404,1404,5616,280.8,421.2,1404
152662,Crangu,2683000,218.7,218.7,729,729,2916,145.8,218.7,729
152724,Didesti,2684000,181.95,181.95,606.5,606.5,2426,121.3,181.95,606.5
152760,Dobrotesti,2685000,666.6,666.6,2222,2222,8888,444.4,666.6,2222
152797,Dracsenei,2686000,266.1,266.1,887,887,3548,177.4,266.1,887
152868,Draganesti De Vede,2687000,319.65,319.65,1065.5,1065.5,4262,213.1,319.65,1065.5
152902,Draganesti-Vlasca,2688000,626.1,626.1,2087,2087,8348,417.4,626.1,2087
152948,Furculesti,2689000,509.4,509.4,1698,1698,6792,339.6,509.4,1698
152993,Frumoasa,2690000,299.4,299.4,998,998,3992,199.6,299.4,998
153026,Galateni,2691000,405.6,405.6,1352,1352,5408,270.4,405.6,1352
153062,Gratia,2692000,400.95,400.95,1336.5,1336.5,5346,267.3,400.95,1336.5
153106,Izvoarele,2693000,366.15,366.15,1220.5,1220.5,4882,244.1,366.15,1220.5
153124,Lisa,2694000,340.95,340.95,1136.5,1136.5,4546,227.3,340.95,1136.5
153151,Lunca,2695000,521.1,521.1,1737,1737,6948,347.4,521.1,1737
153204,Mavrodin,2696000,366.15,366.15,1220.5,1220.5,4882,244.1,366.15,1220.5
153240,Magura,2697000,402.9,402.9,1343,1343,5372,268.6,402.9,1343
153277,Maldaeni,2698000,632.85,632.85,2109.5,2109.5,8438,421.9,632.85,2109.5
153295,Mereni,2699000,428.85,428.85,1429.5,1429.5,5718,285.9,428.85,1429.5
153339,Marzanesti,2700000,556.2,556.2,1854,1854,7416,370.8,556.2,1854
153384,Mosteni,2701000,222.9,222.9,743,743,2972,148.6,222.9,743
153400,Nasturelu,2702000,398.1,398.1,1327,1327,5308,265.4,398.1,1327
153437,Necsesti,2703000,166.95,166.95,556.5,556.5,2226,111.3,166.95,556.5
153473,Olteni,2704000,475.65,475.65,1585.5,1585.5,6342,317.1,475.65,1585.5
153507,Orbeasca,2705000,1125.6,1125.6,3752,3752,15008,750.4,1125.6,3752
153543,Peretu,2706000,1068.9,1068.9,3563,3563,14252,712.6,1068.9,3563
153561,Piatra,2707000,469.05,469.05,1563.5,1563.5,6254,312.7,469.05,1563.5
153589,Pietrosani,2708000,416.55,416.55,1388.5,1388.5,5554,277.7,416.55,1388.5
153605,Plosca,2709000,861.9,861.9,2873,2873,11492,574.6,861.9,2873
153623,Plopii-Slavitesti,2710000,373.2,373.2,1244,1244,4976,248.8,373.2,1244
153696,Poeni,2711000,442.05,442.05,1473.5,1473.5,5894,294.7,442.05,1473.5
153776,Vitanesti,2712000,420.6,420.6,1402,1402,5608,280.4,420.6,1402
153829,Putineiu,2713000,313.65,313.65,1045.5,1045.5,4182,209.1,313.65,1045.5
153865,Radoiesti,2714000,306.3,306.3,1021,1021,4084,204.2,306.3,1021
153909,Rasmiresti,2715000,126.45,126.45,421.5,421.5,1686,84.3,126.45,421.5
153936,Salcia,2716000,400.35,400.35,1334.5,1334.5,5338,266.9,400.35,1334.5
153972,Saceni,2717000,185.1,185.1,617,617,2468,123.4,185.1,617
154013,Scrioastea,2718000,581.85,581.85,1939.5,1939.5,7758,387.9,581.85,1939.5
154068,Scurtu Mare,2719000,248.25,248.25,827.5,827.5,3310,165.5,248.25,827.5
154139,Seaca,2720000,357.45,357.45,1191.5,1191.5,4766,238.3,357.45,1191.5
154166,Sfintesti,2721000,174.6,174.6,582,582,2328,116.4,174.6,582
154184,Segarcea-Vale,2722000,456.6,456.6,1522,1522,6088,304.4,456.6,1522
154228,Silistea,2723000,350.25,350.25,1167.5,1167.5,4670,233.5,350.25,1167.5
154282,Silistea-Gumesti,2724000,373.05,373.05,1243.5,1243.5,4974,248.7,373.05,1243.5
154308,Sarbeni,2725000,213.3,213.3,711,711,2844,142.2,213.3,711
154344,Slobozia Mandra,2726000,250.95,250.95,836.5,836.5,3346,167.3,250.95,836.5
154380,Smardioasa,2727000,364.05,364.05,1213.5,1213.5,4854,242.7,364.05,1213.5
154415,Stejaru,2728000,268.8,268.8,896,896,3584,179.2,268.8,896
154460,Suhaia,2729000,333.6,333.6,1112,1112,4448,222.4,333.6,1112
154497,Storobaneasa,2730000,472.05,472.05,1573.5,1573.5,6294,314.7,472.05,1573.5
154521,Talpa,2731000,280.5,280.5,935,935,3740,187,280.5,935
154585,Tatarastii De Jos,2732000,519.15,519.15,1730.5,1730.5,6922,346.1,519.15,1730.5
154665,Tatarastii De Sus,2733000,456.3,456.3,1521,1521,6084,304.2,456.3,1521
154709,Toporu,2734000,288.6,288.6,962,962,3848,192.4,288.6,962
154736,Traian,2735000,273.6,273.6,912,912,3648,182.4,273.6,912
154754,Trivalea-Mosteni,2736000,399.3,399.3,1331,1331,5324,266.2,399.3,1331
154790,Troianul,2737000,432.9,432.9,1443,1443,5772,288.6,432.9,1443
154834,Tiganesti,2738000,751.65,751.65,2505.5,2505.5,10022,501.1,751.65,2505.5
154852,Vedea,2739000,435.6,435.6,1452,1452,5808,290.4,435.6,1452
154914,Viisoara,2740000,253.8,253.8,846,846,3384,169.2,253.8,846
154932,Vartoape,2741000,412.8,412.8,1376,1376,5504,275.2,412.8,1376
154978,Zambreasca,2742000,211.5,211.5,705,705,2820,141,211.5,705
154996,Nenciulesti,2743000,355.5,355.5,1185,1185,4740,237,355.5,1185
155083,Beciu,2744000,244.5,244.5,815,815,3260,163,244.5,815
155092,Beuca,2745000,198.6,198.6,662,662,2648,132.4,198.6,662
155109,Dracea,2746000,243.45,243.45,811.5,811.5,3246,162.3,243.45,811.5
155118,Fantanele,2747000,236.7,236.7,789,789,3156,157.8,236.7,789
155127,Frasinet,2748000,366.6,366.6,1222,1222,4888,244.4,366.6,1222
155136,Purani,2749000,220.95,220.95,736.5,736.5,2946,147.3,220.95,736.5
155145,Saelele,2750000,339.6,339.6,1132,1132,4528,226.4,339.6,1132
155154,Uda-Clocociov,2751000,235.95,235.95,786.5,786.5,3146,157.3,235.95,786.5
155243,Municipiul Timisoara,2752000,49981.5,49981.5,166605,166605,666420,33321,49981.5,166605
155261,Dumbravita,2753000,1257.45,1257.45,4191.5,4191.5,16766,838.3,1257.45,4191.5
155289,Ghiroda,2754000,1003.8,1003.8,3346,3346,13384,669.2,1003.8,3346
155314,Giroc,2755000,1672.2,1672.2,5574,5574,22296,1114.8,1672.2,5574
155350,Municipiul Lugoj,2756000,7160.55,7160.55,23868.5,23868.5,95474,4773.7,7160.55,23868.5
155403,Oras Buzias,2757000,1255.8,1255.8,4186,4186,16744,837.2,1255.8,4186
155458,Oras Deta,2758000,1146.3,1146.3,3821,3821,15284,764.2,1146.3,3821
155494,Oras Jimbolia,2759000,2043.3,2043.3,6811,6811,27244,1362.2,2043.3,6811
155528,Oras Sannicolau Mare,2760000,2204.55,2204.55,7348.5,7348.5,29394,1469.7,2204.55,7348.5
155546,Balint,2761000,240.15,240.15,800.5,800.5,3202,160.1,240.15,800.5
155591,Banloc,2762000,459.6,459.6,1532,1532,6128,306.4,459.6,1532
155662,Bara,2763000,48.45,48.45,161.5,161.5,646,32.3,48.45,161.5
155724,Beba Veche,2764000,238.95,238.95,796.5,796.5,3186,159.3,238.95,796.5
155760,Becicherecu Mic,2765000,474.9,474.9,1583,1583,6332,316.6,474.9,1583
155797,Belint,2766000,389.85,389.85,1299.5,1299.5,5198,259.9,389.85,1299.5
155840,Bethausen,2767000,420.45,420.45,1401.5,1401.5,5606,280.3,420.45,1401.5
155911,Biled,2768000,607.35,607.35,2024.5,2024.5,8098,404.9,607.35,2024.5
155957,Barna,2769000,235.05,235.05,783.5,783.5,3134,156.7,235.05,783.5
156035,Bogda,2770000,69.9,69.9,233,233,932,46.6,69.9,233
156106,Boldur,2771000,348.3,348.3,1161,1161,4644,232.2,348.3,1161
156151,Brestovat,2772000,104.4,104.4,348,348,1392,69.6,104.4,348
156213,Carpinis,2773000,848.7,848.7,2829,2829,11316,565.8,848.7,2829
156259,Cenad,2774000,729.15,729.15,2430.5,2430.5,9722,486.1,729.15,2430.5
156277,Cenei,2775000,464.55,464.55,1548.5,1548.5,6194,309.7,464.55,1548.5
156311,Cheveresu Mare,2776000,336.75,336.75,1122.5,1122.5,4490,224.5,336.75,1122.5
156357,Oras Ciacova,2777000,805.95,805.95,2686.5,2686.5,10746,537.3,805.95,2686.5
156437,Comlosu Mare,2778000,819.6,819.6,2732,2732,10928,546.4,819.6,2732
156473,Costeiu,2779000,579.3,579.3,1931,1931,7724,386.2,579.3,1931
156534,Criciova,2780000,241.2,241.2,804,804,3216,160.8,241.2,804
156589,Curtea,2781000,189,189,630,630,2520,126,189,630
156623,Darova,2782000,501.9,501.9,1673,1673,6692,334.6,501.9,1673
156669,Denta,2783000,474.15,474.15,1580.5,1580.5,6322,316.1,474.15,1580.5
156712,Dudestii Vechi,2784000,663,663,2210,2210,8840,442,663,2210
156767,Dumbrava,2785000,416.85,416.85,1389.5,1389.5,5558,277.9,416.85,1389.5
156801,Oras Faget,2786000,1137.45,1137.45,3791.5,3791.5,15166,758.3,1137.45,3791.5
156927,Fardea,2787000,261.45,261.45,871.5,871.5,3486,174.3,261.45,871.5
157004,Foeni,2788000,270.3,270.3,901,901,3604,180.2,270.3,901
157031,Gavojdia,2789000,443.1,443.1,1477,1477,5908,295.4,443.1,1477
157086,Oras Gataia,2790000,974.4,974.4,3248,3248,12992,649.6,974.4,3248
157193,Ghizela,2791000,176.85,176.85,589.5,589.5,2358,117.9,176.85,589.5
157246,Giarmata,2792000,1083.3,1083.3,3611,3611,14444,722.2,1083.3,3611
157273,Giera,2793000,218.85,218.85,729.5,729.5,2918,145.9,218.85,729.5
157317,Giulvaz,2794000,482.55,482.55,1608.5,1608.5,6434,321.7,482.55,1608.5
157362,Jamu Mare,2795000,462.3,462.3,1541,1541,6164,308.2,462.3,1541
157424,Jebel,2796000,539.25,539.25,1797.5,1797.5,7190,359.5,539.25,1797.5
157451,Lenauheim,2797000,957.3,957.3,3191,3191,12764,638.2,957.3,3191
157497,Liebling,2798000,611.25,611.25,2037.5,2037.5,8150,407.5,611.25,2037.5
157530,Lovrin,2799000,634.5,634.5,2115,2115,8460,423,634.5,2115
157585,Margina,2800000,342.75,342.75,1142.5,1142.5,4570,228.5,342.75,1142.5
157683,Masloc,2801000,371.4,371.4,1238,1238,4952,247.6,371.4,1238
157736,Manastiur,2802000,259.65,259.65,865.5,865.5,3462,173.1,259.65,865.5
157781,Moravita,2803000,406.35,406.35,1354.5,1354.5,5418,270.9,406.35,1354.5
157834,Mosnita Noua,2804000,1127.7,1127.7,3759,3759,15036,751.8,1127.7,3759
157898,Nadrag,2805000,438.45,438.45,1461.5,1461.5,5846,292.3,438.45,1461.5
157923,Nitchidorf,2806000,251.85,251.85,839.5,839.5,3358,167.9,251.85,839.5
157969,Ohaba Lunga,2807000,152.7,152.7,509,509,2036,101.8,152.7,509
158010,Ortisoara,2808000,688.95,688.95,2296.5,2296.5,9186,459.3,688.95,2296.5
158065,Peciu Nou,2809000,827.25,827.25,2757.5,2757.5,11030,551.5,827.25,2757.5
158109,Periam,2810000,757.65,757.65,2525.5,2525.5,10102,505.1,757.65,2525.5
158136,Pietroasa,2811000,159.6,159.6,532,532,2128,106.4,159.6,532
158181,Pischia,2812000,469.8,469.8,1566,1566,6264,313.2,469.8,1566
158243,Racovita,2813000,434.4,434.4,1448,1448,5792,289.6,434.4,1448
158314,Oras Recas,2814000,1428.6,1428.6,4762,4762,19048,952.4,1428.6,4762
158396,Remetea Mare,2815000,385.95,385.95,1286.5,1286.5,5146,257.3,385.95,1286.5
158449,Sacosu Turcesc,2816000,472.95,472.95,1576.5,1576.5,6306,315.3,472.95,1576.5
158528,Satchinez,2817000,754.35,754.35,2514.5,2514.5,10058,502.9,754.35,2514.5
158564,Sacalaz,2818000,1299.75,1299.75,4332.5,4332.5,17330,866.5,1299.75,4332.5
158608,Secas,2819000,56.4,56.4,188,188,752,37.6,56.4,188
158653,Sanandrei,2820000,1026.45,1026.45,3421.5,3421.5,13686,684.3,1026.45,3421.5
158699,Sanmihaiu Roman,2821000,1070.1,1070.1,3567,3567,14268,713.4,1070.1,3567
158733,Sanpetru Mare,2822000,537.45,537.45,1791.5,1791.5,7166,358.3,537.45,1791.5
158779,Sag,2823000,507.3,507.3,1691,1691,6764,338.2,507.3,1691
158804,Stiuca,2824000,318.75,318.75,1062.5,1062.5,4250,212.5,318.75,1062.5
158859,Teremia Mare,2825000,725.25,725.25,2417.5,2417.5,9670,483.5,725.25,2417.5
158895,Tomesti,2826000,313.5,313.5,1045,1045,4180,209,313.5,1045
158966,Topolovatu Mare,2827000,380.55,380.55,1268.5,1268.5,5074,253.7,380.55,1268.5
159035,Tormac,2828000,424.8,424.8,1416,1416,5664,283.2,424.8,1416
159071,Traian Vuia,2829000,321.9,321.9,1073,1073,4292,214.6,321.9,1073
159142,Uivar,2830000,457.5,457.5,1525,1525,6100,305,457.5,1525
159213,Varias,2831000,956.4,956.4,3188,3188,12752,637.6,956.4,3188
159259,Victor Vlad Delamarina,2832000,426.15,426.15,1420.5,1420.5,5682,284.1,426.15,1420.5
159339,Voiteg,2833000,358.65,358.65,1195.5,1195.5,4782,239.1,358.65,1195.5
159366,Birda,2834000,309.75,309.75,1032.5,1032.5,4130,206.5,309.75,1032.5
159375,Checea,2835000,319.65,319.65,1065.5,1065.5,4262,213.1,319.65,1065.5
159384,Dudestii Noi,2836000,495.6,495.6,1652,1652,6608,330.4,495.6,1652
159393,Fibis,2837000,248.85,248.85,829.5,829.5,3318,165.9,248.85,829.5
159400,Ghilad,2838000,307.35,307.35,1024.5,1024.5,4098,204.9,307.35,1024.5
159419,Gottlob,2839000,397.05,397.05,1323.5,1323.5,5294,264.7,397.05,1323.5
159428,Iecea Mare,2840000,403.95,403.95,1346.5,1346.5,5386,269.3,403.95,1346.5
159437,Parta,2841000,349.05,349.05,1163.5,1163.5,4654,232.7,349.05,1163.5
159446,Padureni,2842000,259.95,259.95,866.5,866.5,3466,173.3,259.95,866.5
159455,Saravale,2843000,442.8,442.8,1476,1476,5904,295.2,442.8,1476
159464,Sandra,2844000,463.95,463.95,1546.5,1546.5,6186,309.3,463.95,1546.5
159473,Tomnatic,2845000,567.9,567.9,1893,1893,7572,378.6,567.9,1893
159482,Valcani,2846000,208.95,208.95,696.5,696.5,2786,139.3,208.95,696.5
159491,Livezile,2847000,262.95,262.95,876.5,876.5,3506,175.3,262.95,876.5
159507,Pesac,2848000,343.35,343.35,1144.5,1144.5,4578,228.9,343.35,1144.5
159516,Bucovat,2849000,257.85,257.85,859.5,859.5,3438,171.9,257.85,859.5
159525,Otelec,2850000,278.1,278.1,927,927,3708,185.4,278.1,927
159614,Municipiul Tulcea,2851000,13462.05,13462.05,44873.5,44873.5,179494,8974.7,13462.05,44873.5
159650,Oras Babadag,2852000,1598.4,1598.4,5328,5328,21312,1065.6,1598.4,5328
159687,Oras Isaccea,2853000,798.15,798.15,2660.5,2660.5,10642,532.1,798.15,2660.5
159730,Oras Macin,2854000,1665,1665,5550,5550,22200,1110,1665,5550
159767,Oras Sulina,2855000,615.9,615.9,2053,2053,8212,410.6,615.9,2053
159785,Baia,2856000,685.65,685.65,2285.5,2285.5,9142,457.1,685.65,2285.5
159847,Beidaud,2857000,248.4,248.4,828,828,3312,165.6,248.4,828
159883,C.a. Rosetti,2858000,129.9,129.9,433,433,1732,86.6,129.9,433
159945,Carcaliu,2859000,452.55,452.55,1508.5,1508.5,6034,301.7,452.55,1508.5
159963,Casimcea,2860000,452.1,452.1,1507,1507,6028,301.4,452.1,1507
160047,Ceatalchioi,2861000,103.5,103.5,345,345,1380,69,103.5,345
160092,Ceamurlia De Jos,2862000,376.05,376.05,1253.5,1253.5,5014,250.7,376.05,1253.5
160127,Cerna,2863000,578.25,578.25,1927.5,1927.5,7710,385.5,578.25,1927.5
160172,Chilia Veche,2864000,319.35,319.35,1064.5,1064.5,4258,212.9,319.35,1064.5
